id,taxon_id,insert_user,insert_time,update_user,update_time
2376,11401,kjartan,2013-10-25T14:47:22Z,NA,NA
2377,11404,kjartan,2013-10-25T14:47:22Z,NA,NA
2378,11405,kjartan,2013-10-25T14:47:22Z,NA,NA
2379,11393,kjartan,2013-10-25T14:47:22Z,NA,NA
2380,11395,kjartan,2013-10-25T14:47:22Z,NA,NA
2381,11398,kjartan,2013-10-25T14:47:22Z,NA,NA
2382,11399,kjartan,2013-10-25T14:47:22Z,NA,NA
2383,19446,kjartan,2013-10-25T14:47:22Z,NA,NA
2384,19447,kjartan,2013-10-25T14:47:22Z,NA,NA
2385,11406,kjartan,2013-10-25T14:47:22Z,NA,NA
2386,11407,kjartan,2013-10-25T14:47:22Z,NA,NA
2387,11409,kjartan,2013-10-25T14:47:22Z,NA,NA
2388,19448,kjartan,2013-10-25T14:47:22Z,NA,NA
2389,7426,kjartan,2013-10-25T14:47:22Z,NA,NA
2390,7375,kjartan,2013-10-25T14:47:22Z,NA,NA
2391,19449,kjartan,2013-10-25T14:47:22Z,NA,NA
2392,19450,kjartan,2013-10-25T14:47:22Z,NA,NA
2393,19451,kjartan,2013-10-25T14:47:22Z,NA,NA
2394,19452,kjartan,2013-10-25T14:47:22Z,NA,NA
2395,19453,kjartan,2013-10-25T14:47:22Z,NA,NA
2396,19454,kjartan,2013-10-25T14:47:22Z,NA,NA
2397,19455,kjartan,2013-10-25T14:47:22Z,NA,NA
2398,19456,kjartan,2013-10-25T14:47:22Z,NA,NA
2399,19457,kjartan,2013-10-25T14:47:22Z,NA,NA
2400,19458,kjartan,2013-10-25T14:47:22Z,NA,NA
2401,19459,kjartan,2013-10-25T14:47:22Z,NA,NA
2402,7624,kjartan,2013-10-25T14:47:22Z,NA,NA
2403,19460,kjartan,2013-10-25T14:47:22Z,NA,NA
2404,8004,kjartan,2013-10-25T14:47:22Z,NA,NA
2405,11411,kjartan,2013-10-25T14:47:22Z,NA,NA
2406,11412,kjartan,2013-10-25T14:47:22Z,NA,NA
2407,11413,kjartan,2013-10-25T14:47:22Z,NA,NA
2408,11414,kjartan,2013-10-25T14:47:22Z,NA,NA
2409,7696,kjartan,2013-10-25T14:47:22Z,NA,NA
2410,11415,kjartan,2013-10-25T14:47:22Z,NA,NA
2411,11416,kjartan,2013-10-25T14:47:22Z,NA,NA
2412,19461,kjartan,2013-10-25T14:47:22Z,NA,NA
2413,19462,kjartan,2013-10-25T14:47:22Z,NA,NA
2414,8048,kjartan,2013-10-25T14:47:22Z,NA,NA
2415,19463,kjartan,2013-10-25T14:47:22Z,NA,NA
2416,8027,kjartan,2013-10-25T14:47:22Z,NA,NA
2417,7280,kjartan,2013-10-25T14:47:22Z,NA,NA
2418,7289,kjartan,2013-10-25T14:47:22Z,NA,NA
2419,7278,kjartan,2013-10-25T14:47:22Z,NA,NA
2420,7279,kjartan,2013-10-25T14:47:22Z,NA,NA
2421,11417,kjartan,2013-10-25T14:47:22Z,NA,NA
2422,11418,kjartan,2013-10-25T14:47:22Z,NA,NA
2423,11419,kjartan,2013-10-25T14:47:22Z,NA,NA
2424,11420,kjartan,2013-10-25T14:47:22Z,NA,NA
2425,11421,kjartan,2013-10-25T14:47:22Z,NA,NA
2426,11422,kjartan,2013-10-25T14:47:22Z,NA,NA
2427,11425,kjartan,2013-10-25T14:47:22Z,NA,NA
